Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,230000,450000,150000,270000,..,..,40000,-240000,..,1200000,9000000,180000,100000,0,0,0,0,400000,0,0,10,-280000,360000,-20000,20000,-93326.6,690000,-1460000,-10000,6040000,170000,680000,50000000,57799999.9,186900000,271000000,238000000,188690000,46033740,56107246.5,190774431.98,52173421,56823660,48311346,42975262.5,169146608,93591315.3,51533896.765,119435105.715177,23404553.647249,12970147.9832,20600976.1,..,..
Africa Eastern and Southern,AFE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,421709865.5601,326490932.3561,218888245.6811,176559138.7134,898515563.30674,316834707.284756,411261082.713661,67103622.206923,168439069.521513,-12312370.2354044,483620276.464599,372130053.332138,581698643.395738,86246455.0162176,598858245.285658,106432296.255464,411045300.703155,279804684.253772,536594623.832505,400488555.909831,88673056.8135136,1241968645.57255,652324976.317141,839514648.785742,1187865944.08517,2662960706.50553,2087426669.53914,5757032202.88003,4121574272.52316,6254804528.57111,4315009005.87731,12205013776.8119,6464122722.93086,8555151107.40481,7979693806.58569,10333881076.9732,7234542919.62867,16122287676.243,22483230616.7784,18484263835.8484,13934876538.7935,17538712523.6722,24636341954.2217,21534247725.2882,27681420244.8427,28680935067.5491,16660273342.0087,10108286477.1269,13588979646.0999,14898053651.706,13640224004.7691,54400900543.492,19810590597.0819,..
Africa Western and Central,AFW,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,407459999.6,388679999.7,476659999,642409999.5,518269117.686841,969105150.470566,605378805.49715,778790474.853075,751399198.553945,785673507.757542,-228089204.802763,1172896062.16748,878530340.393694,768217164.303354,338951391.008596,893620026.79566,204429670.558956,1037919132.48478,973621876.651453,2569136447.72938,1073307823.62589,837652709.306607,1214631404.05396,1757936795.50148,2389930550.70975,945428066.172441,1182474450.17005,1622432324.65235,1897977339.26455,2391058451.97966,2560094804.89099,3224338688.16373,4408519415.31873,5262166817.82777,4653748699.63067,9278129441.98664,9202356526.48961,13030657207.3056,16317443289.6163,18159745850.6289,18874323022.7198,24501138032.0394,20912687292.4713,19157553412.4345,16598028196.8167,15643172769.1798,13937041742.1203,17662420840.0663,15492839382.6883,12452736451.8911,11404268051.3387,16991587240.5787,14237685688.4261,..
Albania,ALB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,..,..,20000000,58000000,53000000,70000000,90100000,47500000,45010000,41200000,143000000,207300000,135000000,178036400.666667,341285112.537562,262479012.637464,325138316.803697,652275603.722803,1247181714.30558,1345415233.65619,1089898207.57431,1048706682.05458,917994575.801857,1254150555.51294,1149927985.77736,989578334.828615,1044389554.85795,1022757857.07377,1204383363.60476,1201022154.46643,1069744879.65453,1218586452.37158,1441381891.41694,..
Algeria,DZA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,80120000,600000,41490000,51000000,358000000,119000000,187000000,178452646.789187,135152172.302668,25692486.0358378,348669038.123928,13207259.3615813,-53569192.6448124,417641.162800209,802668.874073183,397788.2970683,5316528.3778563,3711537.89978504,13018265.0203164,12091646.7968636,334914.564224985,11638686.4524336,30000000,1000,1000,1000,270000000,260000000,606600000,291600000,280100000,1113105540.9,1064960000,637853027,884749028,1155999999.99995,1841000000.00008,1686736539.70385,2638607033.75183,2746930734.16534,2300369124.15828,2571237024.68517,1500402452.8635,1691886707.50796,1502206170.55838,-537792920.921856,1638263953.77737,1230243450.87889,1466116068.03412,1381200049.59264,1143918159.62919,869151161.725393,75640098.0874956,..
American Samoa,ASM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,2399999.9,1860000,2160000,7540000,6690000,50000,-1169999.9,..,1870000,2000000,37420000,49049999.9,115810000,104330000,67140000,278000000,234000000,119000000,131000000,200000000,-334800000,664500000,287956000,302100000,170300000,472427000,180559000,411660000,1113970000,2471460000,878620000,2145470000,1743504000,3576971780,2197227820,-1303836930,-37714860,-893342152,1678971010,2205298180,-3227211182.45,-3023770965.83688,-1464627990.88284,-7120017424.4614,3657514667.49327,10028215162.6394,-179517618.92,-7397295409.18991,-6456076413.12033,-4098478747.63755,-1866468113.07454,-4355116552.71589,-6598652652.09389,..
Antigua and Barbuda,ATG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2200000,-6900000,8500000,19600000,22400000,23000000,5000000,4400000,15600000,22600000,38596296.2962963,32951851.8518519,43107407.4074074,60607407.4074074,54792592.5925926,19648148.1481481,15240740.7407407,24788888.8888889,31485185.1851852,19351851.8518519,22944444.4444444,22774074.0740741,51792533.3333333,96504370.1625511,145813879.480756,92910942.6925618,120216017.556152,104576495.70641,123754285.361587,288731522.142357,346552078.976619,153573370.702718,83981325.7341622,93722574.3158356,69631054.053927,124833151.026493,92885388.5633041,46263101.049287,114024660.121814,97431976.4735789,151271628.230867,202333092.274125,133908540.326001,106204179.16137,289857032.537224,301726890.547669,..
Arab World,ARB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,489809999.8,47852734.621803,267977643.702819,-691490283.776953,-3399182606.66216,1474964060.39274,406538235.221491,924430386.842686,638527390.915861,-137420541.860675,-3211683186.33158,7107307475.33002,11797986204.3714,5637820865.74215,6253971511.46118,2022484766.22151,2333917876.22081,12216556.7856191,1628746427.10903,1312830828.2652,3053835681.97421,2123621590.75693,3477597028.59316,4331542878.48617,4909888143.90083,299885485.875065,3662695408.91061,8973444816.8066,9641399373.49395,2881569838.5819,3840491004.48041,8899597181.21731,6159576371.28864,14595559434.2392,21373075474.5273,38336974234.5663,57164037965.3858,63693369758.7192,54801432368.7682,40656588734.8125,45647503424.8256,33243608520.6617,42932591403.5434,35765830418.4171,24540020180.3313,21337111048.7071,47085439651.5689,30527077377.2239,42865771090.1568,34353873502.7872,32414831887.6883,63694469588.8987,75957323671.713,..
Argentina,ARG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,89769999.9,125670000,71719999.9,100250000,17920000,55590000,244680000,144000000,250000000,206000000,678000000,837000000,227000000,185000000,268000000,919000000,574000000,-19000000,1147000000,1028000000,1836000000,2439000000,4430977523.08014,2793085410.09827,3634931878.26435,5609423403.56467,6948536686.64725,9160272052.4446,7290657132.08156,23987696389.6428,10418314339.1428,2166136829.76399,2148910000,1652010000,4124710000,5265250000,5537347786.19331,6473157762.12915,9725553129.52469,4017158924.88408,11332718626.4345,10839930944.6815,15323933916.8241,9821661858.15874,5065335541.96486,11758994011.286,3260164341.77393,11516861462.2845,11716769818.7543,6649187837.98606,4884127675.95708,6902840207.74343,15408346793.7001,..
Armenia,ARM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2399999.9,800000,8000000,25320000,17570000,51940000,232375000,122034000,104188500,69868500,110725325.614409,122852992.703235,247140608.495888,292073220.164722,466531991.901724,667671562.134495,943733059.483284,760040745.87233,529321391.641959,653219756.47225,496636701.129687,346092394.393256,406578406.693112,184127986.314895,333823945.510433,252747990.684352,266855048.832037,100287214.397978,58582750.1214803,366445214.820501,998055425.363603,..
Aruba,ABW,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,1087875.7,12264016.6,1300000,130502793.296089,184748603.351955,-36983240.2234637,-17932960.8938547,-73184357.5418994,-5530726.25698324,85027932.9608939,197821229.050279,113463687.150838,467541899.441341,-127932960.893855,-266927374.301676,332513966.480447,159776536.312849,-105698324.022346,-207798005.868163,220316139.723839,-471005586.592179,18882681.5642458,-10614525.1396648,186759776.536313,488156424.581006,-314692737.430168,272088145.377015,208344037.245165,-26881396.993856,27550827.0999312,162456842.302022,144146269.421966,-75226540.6843182,161066979.086053,133545121.178455,248150282.616618,..
Australia,AUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,893138535.5,1155158059,1054014675.1,135039666.1,1327729911.6,449028697.2,1047313646.6,1141019599.1,1676855615.2,1489983132.8,1866223965,2346546543,2286321730.3,2990964045.3,428250491.4,2098624894.3,5369760088.7,5190522203,8476377245.2751,8023170406.83781,8457776859.55028,2612066526.44483,4941906671.70674,5312435141.58877,4458484243.65442,13268875155.4923,4563952446.39275,8088068982.50254,7597610928.17343,2210917991.82997,14892978180.1828,10717133150.6924,14656321800.5386,8985246029.5004,42907672820.3756,-25093141435.1896,30551100656.5983,44440876036.5147,45170097261.1184,28932973452.6035,35554698682.4247,65578266555.523,57571285654.7447,54472699003.596,63204516347.8726,46892808567.8516,42970225977.7088,48199372039.9015,60686639529.923,38745129661.1196,15841437866.4355,27804057511.3258,70084936395.4025,..
Austria,AUT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,112650000,142729999.9,145400000,160759999.9,177050000,79109999.9,91230000,96810000,142389999.9,187430000,239300000,327519999.9,207919999.9,216120000,115239999.9,169167935.4,183400907.8,395491398,445427083.5,581979789.4,653000000,360000000,1485517753.327,1125106121.754,2075823594.136,1825090252.708,4323513091.624,2668974816.371,4571855706.741,2974499987.642,8501013451.262,5689434546.447,138346430.756,6195021861.464,3183649649.538,81096089418.116,10500457158.3387,68865787583.4395,6301143681.98324,14300064389.0077,-22007325156.2772,22983942931.9265,5218620112.78237,451107665.231021,1712175273.93107,-7975773543.92081,-28939340169.025,13518864836.2849,-28605757320.128,-12394032432.5489,-12432935050.0012,17776438775.8302,10114413567.4107,..
Azerbaijan,AZE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10000,22000000,330050000,627277000,1114838000,1022967000,510317000,129937000,819579000,2024577000,4007330000,4719107000,4476396000,4485966000,4594234000,3986807000,2900030000,3352997000,4485120000,5293250000,2619437000,4430466000,4047630000,4499666000,2867487000,1402998000,1503918000,507151800,-1707666000,-4474481000,..
"Bahamas, The",BHS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,80319999.9,54659999.9,90430000,102250000,143440000,17579999.9,14600000,31400000,-1100000,9600000,4100000,34400000,2800000,-6000000,-4900000,-30200000,-13200000,10800000,36700000,25400000,-17000000,-1300000,300000,27300000,23600000,106900000,87800000,210000000,146900000,149300000,250250000,102370000,152790000,190200000,273600000,563414700,706380000,713350000,860156197.03,663960000,871970000,666621000,526171000,382252000,251277428.82,76075924.75,390400036.41,304587573.117333,491404689.229667,482229306.391,434599799.803594,383064779.121094,530913950.39875,..
Bahrain,BHR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,3399999.9,110000,1320000,3210000,650000,22970508.3355514,145171539.850449,-418036875.019956,4150000,28457446.8841953,64095744.8513185,140691489.51761,101329787.234043,-31914893.6170213,-35904255.3191489,222074468.085106,180851063.829787,91755319.1489362,619414893.617021,868617021.276596,-275000007.923316,208244700.235544,430586743.724592,2048151879.61006,329284164.223769,179454413.27302,453737837.974613,363562321.906708,80358858.3697633,216986881.649309,516700276.442676,865308118.622994,1048601306.14142,2914659868.30075,1756312514.78198,1793998354.54447,257149561.420298,155771009.169721,780851063.829787,1544680851.06383,3727712765.95745,1518617021.2766,64893617.0212766,243351063.829787,1426063829.78723,1654255319.14894,941755319.148936,1021276595.74468,1779255319.14894,1951329787.23404,..
Bangladesh,BGD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,90000,2339999.9,2200000,1543333.3,5419999.9,6980000,7700000,-8009999.9,8509999.9,5360000,6960000,403978.557545405,-553269.398283548,-6660000,2436499.3440436,3205086.7621919,1838242.49913628,247908.273938643,3238781.18895631,1390444.32247979,3721853.38228801,14049886.5245761,11147788.327757,1896372.12711773,13529831.5362586,139376153.115317,190059372.97475,179603006.318605,280384629.677983,78527040.0772574,52304931.038967,268285231.831689,448905400.707685,813321971.875196,456523167.703824,651029738.054822,1328422986.51751,901286583.13086,1232258246.59254,1264725163.33408,1584403459.98466,2602962095.36816,2539190939.6837,2831152765.15515,2332724780.71108,1810395803.56746,2421626238.43717,1908045387.02685,1525312160.40493,1723856464.12346,1634888030.42698,..
Barbados,BRB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,10868499.9945657,15656171.6384982,19139837.1938904,5630300.31036336,2397684.5342294,4489152.48326658,6897500,4914000,8987000,30305500,29300000,37300000,35150000,16150000,36000000,4850000,7750000,7100000,25979409.31,8682963.92,11213282.795,7424921.25,14450000,9402113.87,12950000,63803750.15,15836484.06,28203499.05,29160482.23,47539505.12,73696943.905,91504910.94,228343253.8,184701288.595,228334500,390061395.8643,342267498.215,476404576.96,615122884.63,356008255.11,425337312.585,459552936.365,528045664.5074,104089451.159478,753687476.11428,688525943.309105,557500316.04356,91481933.165,241596499.9,215370128.6,262100000,238735064.3,200000000,..
Belarus,BLR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7000000,17600000,10500000,14700000,104500000,351600000,203200000,444000000,118800000,95800000,247100000,171800000,163800000,306600000,357100000,1807300000,2187900000,1876500000,1393400000,4002400000,1463600000,2246100000,1862000000,1652300000,1246900000,1276300000,1426500000,1273300000,1393200000,1230721861.86,1613025743.38,..
Belgium,BEL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,314000000,428000000,386000000,719000000,1137000000,954600000,871789999.9,1274930000,1435800000,1130079999.9,1544780000,1386450000,1472180000,1289700000,389370000,1051490000,729860000,2354920000,5212470000,7020270000,8046729999.9,9362559999.9,11285799999.9,10750000000,8513579999.9,10688700000,14063900000,11998299999.9,22690500000,119692913000,88738714000,88203254000,18118954671.3727,34559267489.7082,44498165771.1404,33662010793.5663,58821552824.3718,96551634531.2489,190391844688.587,77354509260.1055,125491894873.016,163624381384.584,11810272330.6797,-29640924980.1455,-15205871357.966,-19514245854.7287,57538351507.0684,-37288840312.4531,-41601387266.7493,-21379939833.4956,-27359654516.0022,29515817108.0088,12484998787.3917,..
Belize,BLZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,7089999.9,3339999.9,..,..,..,..,..,..,2000000,-50000,..,-2000000,..,..,-3700000,3700000,4600000,6850000,14000000,18650000,17200000,13600000,15600000,9200000,15369500,21050000,16580000,11955000,17650000,58671500,29564651.9166666,61174888.8668778,25461176.8782397,-10924755.7533455,111496166.355423,126908465.922063,108828544.570357,140373737.268583,169668449.489583,108840086.423874,96449877.0838033,95348525.1917313,194201408.788436,92247730.9426541,141097030.34391,59119223.8981488,32733410.9928006,31831615.5013862,122041646.954707,93910241.7033733,76202813.5002132,125495493.195586,140907967.620593,..
Benin,BEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,6700000,2799999.9,4799999.9,3500000,-2343120.32888629,1889760.24940719,2452390.82596359,3126021.57196208,753359.561873316,3568043.12335903,4316555.84568939,2090299.06059477,-12172.6229100822,10496.868316392,11442.7822973772,-90000,1100000,100000,-21662039.8992973,-1118466.198443,-2954844.09146129,393822.32951725,954317.43364815,-21635980.3291014,-7107468.70636541,-7738379.60727878,-14661253.7760882,12183267.3373419,11294143.499927,9314781.87697578,-12794843.6146594,16739539.3415644,-19395622.6954978,10638088.2576387,-40774605.0603662,-8788860.12677477,-12363482.3642044,139189943.015456,48210757.8531253,-18807407.3780513,53507087.7359353,161302390.821903,281548556.296849,360343380.324677,405737369.105159,149755663.330268,131790853.84079,200902719.348051,194073683.196865,218207871.715643,174019952.063051,345985235.68003,266603189.472,..
Bermuda,BMU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34700000,102700000,60500000,66900000,41799999.9,5400000,12900000,831600000,43700000,-88170000,617153591.794277,171529641.632488,-70747817.1664244,222710475.853259,-257865988.558357,47614095.0743783,54904045.8298395,-3425440.52413015,-143094386.12,-73213793.633562,-288109270.997092,95416371.5,4389826.5,476518083.75,49675691.875,-32893333.3,..
Bhutan,BTN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,420000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1600000,600000,..,..,..,50000,1399999.9,-700000,..,1050274.76,..,..,2425411.898,3370306.526,8859907.539,6210884.351,6122702.14271106,73855769.764882,3144001.01949936,18299707.2343963,75274009.0283126,31141614.8601365,24380673.5733894,20433631.0650379,23534931.751976,6450953.8497443,11884162.3485119,-16553759.9525493,2649454.31118453,13011377.2857268,-2786960.89013149,6783112.48768633,8402097.14562732,..
Bolivia,BOL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,19763999.9,1899999.9,16204999.9,4599999.9,44233000,61596999.9,-8100000,-1200000,11500000,35000000,47000000,75700000,31100000,7000000,7000000,10000000,10000000,38100000,-10100000,-24400000,27200000,52000000,93100000,123800000,130200000,392700000,474100000,730600000,949300000,1010500000,736350000,705756000,676543000,197400000,65430000,-238620000,280763457,366294241.538303,512335605.237139,423040000,621997989.548348,858941070.400943,1059965390.78481,1749612614.39791,656566350.80003,554643532.297183,335365530.426077,712474137.775022,302368781.37636,-216636843.1305,-1129487271.3377,583576424.725665,2849849.42282939,..
Bosnia and Herzegovina,BIH,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66736468.3604305,176780594.760508,146075610.876644,118495219.813023,267769568.956599,381784637.391406,889597294.548592,623812851.5592,845962876.359591,1841972230.25245,1004852659.85344,138511019.727863,443840207.092831,471610992.220788,391976946.375189,313295008.331529,544866345.45742,383089615.729344,313198153.358835,509429047.915133,601783317.146819,447875544.610653,483278992.870742,734510363.715222,797783244.874083,..
Botswana,BWA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70000,-38268702.2467827,11270002.8304612,12233365.1123827,40813517.2929934,127851715.071269,111550709.397601,88438639.8238063,21074900.8946108,23793769.119755,62154696.1525429,53611787.5922365,70404390.657485,113583514.209604,39921524.1272293,42186013.0205889,95889963.0424103,-8211493.7828439,-1564184.90561566,-286949434.086852,-14154569.0110668,70413220.7555472,71182310.7136661,100109748.737479,95318134.9210105,36675065.7829259,57171341.354862,30680571.2084683,407997392.45524,418040676.139807,390889251.855271,420854175.013436,486913109.102448,494634226.153715,520917902.314755,208699298.206302,218379837.568309,293208060.474684,146084155.211847,67136806.1634995,515184471.01724,378554181.530079,142522598.297582,260575129.351448,285955061.932015,93607130.0326021,31792610.4142283,-319055857.574533,216459291.052761,..
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,391699999.9,449000000,459899999.9,1180700000,1207900000,1302000000,1555000000,1833000000,2006000000,2419000000,1911000000,2520000000,2910000000,1609000000,1594000000,1441000000,345000000,1169000000,2804000000,1131000000,989000000,1103000000,2061000000,1292000000,3072000000,4859000000,12552000000,18992934310.6468,28855609916.42,28385675614.9902,32994718699.75,23225846372.251,16586600193.114,10123013670.9901,18161380459.7533,15459981604.1196,19418085598.0794,44579492463.6336,50716402711.4787,31480931700,82389932468.07,102427228231.42,92568388321.34,75211029129.4,87713983217.24,64738153494.44,74294627801.19,68885491315.23,78162724370.35,69174411753.43,38270116307.45,46440503520.19,74606361830.23,..
British Virgin Islands,VGB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-7730000,..,800000,590000,130000,860000,-1139999.9,..,2529999.9,17539999.9,1240000,16430000,-3580000,-270000,1480000,70959999.9,18350000,4860000,-131220000,675980000,677509999.9,-576710000,1109550000,3636650000,8777518710.3,7915398865.6,8073327000,3791260000,5451881999.9,9660120999.9,28309655999.9,-7142639000,12029088000,37163178999.9,52554447999.9,42212877999.9,42386824908.6,50788161136.7,61121510449.6,104804764398.1,40462007210.4,66712741570.6,49022945936.8,39609971334.7,34389709123.2,39103361610.6,39619635210,39361498410.3,38118551088.5,..
Brunei Darussalam,BRN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,85530000,-17550000,-3779999.9,290000,2080000,850000,-30890000,-3290000,4570000,350000,-19570000,-11109999.9,6210000,3620000,800000,3669999.9,-6049999.9,-70000,460000,10000000,7000000,5000000,7000000,8000000,5889999.9,582760563.3,653600000,701740000,573250000,747868668.6,549607250.7,60694643.6567848,229671955.675395,123820911.146426,113205866.961457,175068516.562807,87839128.3133848,257635717.488309,222184549.489168,325586827.786629,480722546.956,691170274.423,864905527.501,775641999.089,573906207.836339,171289167.823995,-150550827.310313,467927550.316567,516202620.629746,373256767.246304,565542275.429332,204749379.815089,-292416275.450752,..
Bulgaria,BGR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,4000000,55900000,41500000,40000000,105400000,90400000,109000000,504800000,537317256.150851,818788154.863275,1001503841.99968,812942201.973002,904659791.087722,2096788700.05598,3072550961.81564,4098122930.77934,7874476255.43262,13875270456.9117,10296720633.7243,3896664559.17164,1842900000,2103810000,1788110000,1989040000,1093600000,2221390000,1488430000,2007290000,1809860000,2221250000,3594550000,2499330000,3216630000,..
Burkina Faso,BFA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,400000,1000000,-700000,4400000,2669999.9,300000,2049999.9,4969999.9,1159999.9,1490000,20000,2430000,1950000,1980000,1669999.9,-1429999.9,3140000,1330000,3710000,5669999.9,460000,570000,3113052.1,3178381.3,18371592.4,9816727.7,16225134.4,9765809,4407138.2,7925950.83,23107520.478,6267060.825,15026083.663,29122505.162,14348315.777,52130040.8814284,83849256.0712148,21711800.9008661,33190579.8762819,56653992.3324814,38870701.3569488,143845512.327138,329281976.028321,490403410.536841,357296974.294135,231901703.683869,390622353.410172,2572690.32188177,268414907.946195,162970140.263612,-98777856.0144418,-79957355.3390048,121295499.755,..
Burundi,BDI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,100000,..,410000,440000,220000,320000,80000,-250000,890000,-300000,4599999.9,11080000,900000,3040000,1189999.9,538566.543006104,1524028.63247118,1367714.12346925,1196623.81138929,567226.890756301,1255434.74294,892500.106741913,600088.333002617,473679.874783755,3957.84890911789,1981922.46479085,..,..,..,-475191.305312188,11683246.077,-11440.9127038289,..,..,44690.7076028704,584701.692574561,31593.7781888499,500245.093059071,3833208.34759484,348404.534569828,780582.003631939,3354999.1805922,604919.651526489,116727136.517749,81747197.2345183,49622865.7705811,55420.3566564864,316473.449369742,983747.12499426,1044957.415,8722119.116,9933539.955,12883687.934,..
Cabo Verde,CPV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,-8734.17839975294,2786140.59499304,597911.680022202,174023.256534689,252601.216598285,1744334.22803128,450471.753014846,3644068.12685392,2128443.3544658,26180647.1200555,28528007.7360696,11576610.7394555,6793745.39412884,53935025.3549158,34202238.3816146,9010186.20568656,14759046.6769552,39216510.8127633,67638273.8033899,80513541.3322083,131539968.034584,191764359.163339,210903689.269434,126003552.248347,116200563.572313,102246382.223796,128009964.769677,89297443.9961387,180589795.413074,96071472.8368678,126312006.101645,111711633.73814,103550532.589033,122921295.022726,67619883.9199239,91456883.2590196,121843587.625305,..
