Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Sierra Leone,SLE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,8199999.9,5200000,3799999.9,6240000,10500000,10100000,8500000,5058889.54871564,24258785.8702591,16083672.2666094,-18670264.7086585,7505833.38400777,4682515.64366817,1697315.44211398,5856690.37329043,-30957002.2550321,-140310793.680454,39409532.6360192,-23088456.5406273,22356434.2668809,32434698.8747353,7504465.1296651,-5599050.40660391,-7462923.50557743,-2874187.6100227,7287055.90785857,663927.905227631,1800032.09430632,104884.952718631,533201.788055061,39000824.5205234,9835742.02237572,10413409.4634409,8615049.66773898,61153314.1933297,90731669.7377148,58869143.9072179,95470171.3159828,53095068.0674312,110430202.517696,238404209.342761,950477791.380297,722447405.067387,429664580.136068,375089628.512418,252435829.433901,138509469.264081,413724476.112753,250446053.545995,342400000,172699178.4246,212289192.761103,293970572.80401,..
Singapore,SGP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,93000000,116000000,161066666.723935,352816700.92403,340190955.715055,291823050.760134,230690621.686814,291465114.461998,299908752.212453,836031838.203172,1235750842.05265,1659967735.20666,1601850446.29613,1133905965.84743,1301871313.24794,1046746812.8759,1710283593.07362,2836204781.61429,3654794588.61821,2886591947.22067,5574738855.37738,4887094440.10304,2204342221.03992,4686312017.4899,8550165226.98864,11942852103.3601,11432363956.363,15701783678.7863,5958646073.68738,18852989358.6266,15515295182.2255,17006818857.2728,6157194143.82425,17051420152.8733,24390254965.552,19316058814.0754,39129332046.6561,47337947782.775,13598298537.0175,23436064059.7507,55322434161.8742,49155657316.2946,55310807547.7035,64389514904.4993,68698472830.5907,69774553124.9432,65362989166.9481,102159784202.618,81160897313.1265,105293129463.222,78447583786.8198,138544182411.394,140844052224.371,..
Sint Maarten (Dutch part),SXM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-48480446.9273743,13508379.8882682,47357541.8994413,47709497.2067039,27770949.7206704,41553072.6256983,64248297.0446927,-47915083.4748603,73868338.1005587,22167460.0446927,26815119.6089385,17145912.6592179,..
Slovak Republic,SVK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,198834261.915409,269877766.169793,236132979.234655,350826240.038055,176706776.809273,646612354.420818,338895206.310939,2183119136.13344,1532584052.08438,4212437461.03101,969200518.93397,4063498784.60236,3923508331.49579,5701436726.94246,5058234422.17002,4640891412.00327,1521083444.32739,2115832960.23964,5431592591.91497,1776566141.06019,1003901609.24339,-362908482.682114,1520387925.9342,4742874363.71749,4225581974.33232,2250850832.07039,2279811254.28144,-1141703441.49018,2719672546.63371,4049276966.11627,..
Slovenia,SVN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111000000,112600000,116900000,150400000,173300000,334500000,215700000,106600000,135800000,501200000,1849800000,535600000,763100000,970800000,692021551.718703,1884506372.67516,1080741791.92197,-346971372.900937,319143932.57504,875946337.676011,33537889.4917908,104022716.62865,1019380613.4972,1730147099.28225,1446274234.68465,1196228604.6928,1538137615.35452,2151537534.12248,506269486.820006,2219247755.80675,2180392923.46606,..
Small states,SST,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,484718499.594566,440511032.932122,369790035.848135,358677189.806567,483158856.513618,444935364.681826,275894863.344884,268234074.986716,397901519.183318,635443453.753717,252750627.484108,851372183.49999,637916259.844927,550166918.102913,462476050.757883,410304228.914369,280147874.122756,486215743.9837,690378821.136362,615010038.291498,975965096.806044,1602539112.28289,2246352284.54055,641707316.413371,1866376398.95841,3131225615.32303,5107067006.61408,4569681056.68259,5051840028.52127,5411790979.84296,6407337196.37126,6184391971.8855,5558507616.96652,8350628345.90406,17240073420.6348,38492810126.9276,46217666118.0128,64340468119.3877,47251323091.6039,86135436448.9875,57357238750.4278,61907619958.7851,85502300227.4489,36801623871.9704,65535225690.222,40965976449.4288,18898486894.4015,22554620008.1453,12083542096.7091,67105996123.7993,-12134595200.4878,29402739006.134,16632898739.3988,..
Solomon Islands,SLB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,-170000,-10000,700000,-50000,7854773.95706057,4888282.37977881,4435491.3230701,4578448.85968008,3464345.96012538,2410140.22039901,229841.126601245,1029755.41971478,435328.354535009,1962762.25689445,675325.844796088,3100775.19409521,10482747.1453233,1680658.81825675,11599300.8441471,10439803.0673512,14513306.9343402,14173013.2167617,23370838.2131504,2096398.9031884,2025896.23887959,5944439.12207364,33871933.2426076,8804628.10569499,9900495.54150439,2004350.29165426,-8617173.10745275,145800.744935118,-1009361.68105639,-3005254.99388775,548149.349449345,44307544.5596454,85983505.9852652,75177085.3799649,48583116.3415326,165920898.269922,120052792.508287,23881499.2959446,53434351.3773387,21022029.9741671,32222728.5635439,37343622.7695983,42883975.6278544,24992541.5163262,32787092.7202953,8980046.94191946,27919072.2390487,40718832.6899574,..
Somalia,SOM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,4500000,1700000,4500000,600000,700000,11789999.9,2200000,7780000,300000,10000,-30000,110000,-760000,-8230000,-14940000,-710000,3060000,64340000,-43390000,-41159999.9,5589999.9,-150000,-60000,2000000,1000000,1000000,1300000,1100000,40000,-810000,270000,40000,140000,-850000,-4790000,24000000,96000000,141000000,87000000,108000000,112000000,102000000,107330000,258000000,261000000,303000000,330000000,369000000,408000000,447000000,534000000,601000000,636000000,..
South Africa,ZAF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,334599866.1601,260060932.5561,114478245.8811,27379139.1134,696123636.2673,187962807.7046,18400004.6,-121900030.475,-109250027.3125,-484547334.2,-10300000,65000000,329699999.9,70900000,419500000,-452643658.30137,-50487073.695263,-191667969.848626,158437159.450014,-201208430.59616,-75722412.1197068,254133621.740141,3358018.17406729,11290546.0235309,374410441.074407,1248424932.7343,816389273.755429,3810543923.03317,550338595.971811,1503332454.41012,968831355.959091,7270344986.4768,1479804588.75227,783136092.25814,701422007.629779,6522098178.18051,623291744.343521,6586792253.1097,9885001293.44358,7624489973.88189,3693271715.48139,4139289122.68737,4626029122.40007,8232518815.62083,5791659020.09998,1521139945.30532,2215307020.39541,2058579911.05235,5569462350.15205,5116098443.48715,3153552569.39325,40658789144.9382,9194808415.59228,..
South Asia,SAS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,68390000,49409999.9,35359999.9,36809999.8,65309999.8,18329797.6288361,6115099.52531497,-14115363.1962904,60917584.8842724,148025869.548273,203483499.825968,254549302.923928,203630700.457158,72919902.6234613,107619291.267562,258841332.407115,262189950.925215,411296932.055472,327182328.428706,487509138.349769,541686874.372815,390731743.478261,746299992.615798,1114335939.50694,1580619701.80685,2931339014.79984,3512002808.61001,4895320823.89961,3547667680.412,3080367825.45407,4367540967.80864,5798481654.96072,6354963507.85791,4820712730.8669,7477232653.44804,10888782987.6057,25539643965.9764,32472490181.3404,51156328359.051,39495301323.2785,31698961378.6906,40646167618.1236,27781340461.818,33525285629.162,40326751703.1801,49718769794.1024,50932456612.9365,46334263754.3824,48656125367.053,56679175734.3765,68956274057.2352,50056964823.1479,54684195200.889,..
South Asia (IDA & IBRD),TSA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,68390000,49409999.9,35359999.9,36809999.8,65309999.8,18329797.6288361,6115099.52531497,-14115363.1962904,60917584.8842724,148025869.548273,203483499.825968,254549302.923928,203630700.457158,72919902.6234613,107619291.267562,258841332.407115,262189950.925215,411296932.055472,327182328.428706,487509138.349769,541686874.372815,390731743.478261,746299992.615798,1114335939.50694,1580619701.80685,2931339014.79984,3512002808.61001,4895320823.89961,3547667680.412,3080367825.45407,4367540967.80864,5798481654.96072,6354963507.85791,4820712730.8669,7477232653.44804,10888782987.6057,25539643965.9764,32472490181.3404,51156328359.051,39495301323.2785,31698961378.6906,40646167618.1236,27781340461.818,33525285629.162,40326751703.1801,49718769794.1024,50932456612.9365,46334263754.3824,48656125367.053,56679175734.3765,68956274057.2352,50056964823.1479,54684195200.889,..
South Sudan,SSD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,161000000,-793000000,1035825.73,150000,-7850000,1420000,60140000,-2210000,17500000,67500000,121500000,..
Spain,ESP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,222000000,202000000,268000000,390000000,358000000,682635310.557578,477622019.881708,607674770.017613,1178156262.29804,1396810448.79965,1492697189.6098,1706766879.37235,1782685065.75119,1622388936.13354,1771829759.76171,1967804468.48446,3450598177.34751,4570700793.28043,7020568173.67176,8428379548.62269,13983611812.0265,12492782828.6164,13275723087.2105,10808165172.6317,8772628136.87355,8281607344.6532,9801379213.11597,9433660064.59714,15714658309.111,19628574139.8537,40509751188.4293,28909416991.4693,39359708554.1526,30744905690.6608,25268192650.5771,27007774843.3639,32927841460.4151,68229666915.1456,74088629877.4064,9549813317.16403,36609340306.4933,26832032514.6508,20848479095.5802,47373243838.9588,32943256862.6093,23037070821.4533,44253339407.6722,31565354023.7855,58626179994.9911,25880652698.1596,38322950850.3138,57190000959.8113,51425057273.8367,..
Sri Lanka,LKA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,-300000,300000,300000,500000,1399999.9,142711.034,1000,-1218567.2109,1474392.3733,46911742.0857,43010507.2449,49264554.4202,63567608.833,37778897.5011,32612391.0542,26162080.1604,29723119.8603,59504201.9008,45722528.5962,19741313.056,43355119.7231,48349173.7319,122625843.129,194479070.2388,166412940.1008,55995587.566,119874349.6993,430056151.833,193424023.1433,176410171.3141,172941409.8305,171790000,196500000,228720000,232800000,272400000,479700000,603000000,752200000,404000000,477559000,955920000,941116591.230408,932551317.582881,893628980.287065,679655644.244789,897049375.883533,1372723043.13402,1614044009.22884,743466231.468031,434075668.46642,592289969.90297,898295213.769499,..
St. Kitts and Nevis,KNA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1000000,900000,2200000,13500000,6000000,8000000,9203703.7037037,16648148.1481481,13133333.3333333,40800000,48785185.1851852,21448148.1481481,12529629.6296296,13759259.2592593,15348148.1481481,20470370.3703704,35174074.0740741,19670370.3703704,31925925.9259259,57737037.037037,86171497.7289418,83560099.5490107,75728571.8527133,75511019.0749648,45998927.3890752,54183295.7078141,100518806.407185,125639552.910682,149760827.747706,133668978.788777,123013536.407214,88510971.8472674,113741914.670389,144187233.020451,156658594.131776,128276604.8004,121415245.51415,48026116.1448074,40051767.2143363,62459225.9773156,2838723.0778781,23931799.2500732,43325552.7421315,..
St. Lucia,LCA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2998465.39057628,13000000,20600000,26000000,30900000,38200000,26500000,10000000,12000000,17000000,14518518.5185185,15000000,16444444.4444444,26629629.6296296,44785185.1851852,57744444.4444444,40940740.7407407,34162962.962963,32522222.2222222,32751851.8518519,18414814.8148148,47825925.9259259,83396296.2962963,83151851.8518519,96087233.5092607,104822050.834347,99909211.2583796,163844777.42511,121554429.100413,115484418.136258,288917009.217449,202997586.419843,195623250.593938,134978250.841727,174224983.181417,97165774.7066815,117962499.495275,125625100.051193,67259296.1343378,152240176.107529,161613065.584917,89941452.0910667,45522200.8444974,75509997.7940222,99135484.6797378,108895113.14705,32968826.6517237,..
St. Martin (French part),MAF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-500000,600000,1100000,500000,1500000,2100000,1400000,1800000,7370370.37037037,4962962.96296296,9111111.11111111,10592592.5925926,7666666.66666667,8896296.2962963,13900000,31400000,46914814.8148148,30640740.7407407,42644444.4444444,92470370.3703704,88951851.8518519,56796296.2962963,54312300.7349926,17842528.7730404,26280196.6102451,34879095.4175604,83145514.8378896,39910587.040533,119972299.600058,84073030.5438959,157163408.172397,109298134.973142,95883709.7891707,84639172.9036292,132856056.920651,153550360.571619,124422677.780363,123879207.964815,70524768.2973118,165393134.603197,40008167.534307,68838376.1962963,65244280.380627,162855590.808204,32692799.0798849,..
Sub-Saharan Africa,SSF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,829169865.1601,715170932.0561,695548244.6811,818969138.2134,1416784680.99358,1285939857.75532,1016639888.21081,845894097.059998,919838268.075458,773361137.522138,255531071.661836,1545026115.49962,1460228983.78943,854463619.319572,937809636.294254,1000052323.05112,615474971.262111,1317723816.73856,1510216500.48396,2969625003.63921,1161980880.43941,2079621354.87916,1866956380.3711,2597451444.28722,3577796494.79492,3608388772.67798,3269901119.70919,7379464527.53238,6019551611.78771,8645862980.55077,6875103810.7683,15429352464.9756,10872642138.2496,13817317925.2326,12633442506.2164,19612010518.9599,16436899446.1183,29152944883.5486,38800673906.3947,36644009686.4773,32809199561.5133,42039850555.7116,45549029246.6931,40691801137.7228,44279448441.6594,44324107836.7289,30597315084.129,27770707317.1931,29081819028.7881,27350790103.5971,25044492056.1077,71392487784.0706,34048276285.508,..
Sub-Saharan Africa (excluding high income),SSA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,826969865.1601,713360932.0561,694198244.6811,813129138.3134,1415054680.99358,1281359857.75532,1010304702.99572,838829162.900335,913509578.976194,765854655.718694,246011504.866609,1534956269.01559,1450214297.98914,845340654.057514,928036527.3081,988405694.632186,601277601.593766,1298319347.42165,1487014177.0041,2947195886.2776,1141740981.24421,2060038430.92031,1857942349.36804,2578615321.13191,3547059874.07605,3562504449.47174,3241088145.82262,7326065849.56745,5966341843.36106,8590646247.0729,6850776813.9273,15364612208.4687,10824924390.1824,13758892384.5062,12595427654.1164,19531280779.8689,16296343752.6513,28977021237.0388,38620848462.2422,36475758024.5418,32649404186.5133,41896609890.6081,44935820470.42,40634512072.0998,44171092998.5574,44218214239.5256,30528968340.2008,27573396073.0471,28776646634.9968,27093703751.7927,24964438574.7019,71281032692.5064,33858452392.3415,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,829169865.1601,715170932.0561,695548244.6811,818969138.2134,1416784680.99358,1285939857.75532,1016639888.21081,845894097.059998,919838268.075458,773361137.522138,255531071.661836,1545026115.49962,1460228983.78943,854463619.319572,937809636.294253,1000052323.05112,615474971.262111,1317723816.73856,1510216500.48396,2969625003.63921,1161980880.43941,2079621354.87916,1866956380.3711,2597451444.28722,3577796494.79492,3608388772.67797,3269901119.70919,7379464527.53238,6019551611.78771,8645862980.55077,6875103810.76829,15429352464.9756,10872642138.2496,13817317925.2326,12633442506.2164,19612010518.9599,16436899446.1183,29152944883.5486,38800673906.3947,36644009686.4773,32809199561.5133,42039850555.7116,45549029246.6931,40691801137.7228,44279448441.6594,44324107836.7289,30597315084.129,27770707317.1931,29081819028.7881,27350790103.5971,25044492056.1077,71392487784.0706,34048276285.508,..
Sudan,SDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,1659999.9,..,610000,260000,-1159999.9,1300000,5839999.9,8269999.9,5990000,-2660000,8849999.9,19329999.9,16789999.9,6320000,9076923.07692308,-3040000,-8169999.9,11650000,2020000,3488888.88888889,-31129999.9,-620000,90000,-160000,99180000,12000000,400000,97900000,370700000,370800000,392200000,574000000,713180000,1349190000,1511070000,1561689996.89435,1841833814.08367,1504379838.38584,1653120315.475,1726298402.95145,2063730997.66213,1734376994.48388,2311460739.75953,1687884178.79722,1251280889.37784,1728373403.43067,1063767535.33587,1065298481.41867,1135787164.04941,825354992.310273,716939710.59488,522869616.855921,573504494.776,..
Suriname,SUR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,-5000000,-6799999.9,3009999.9,14199999.9,7450000,1159999.9,1060000,-22600000,-13500000,-27399999.9,18100000,61700000,-11100000,81500000,-70900000,21300000,-60399999.9,-129599999.9,-171000000,-299699999.9,-76799999.9,18500000,-54299999.9,-46600000,-30199999.9,-20600000,19100000,-9199999.9,9099999.9,-61500000,-97200000,-26800000,-73599999.9,-76099999.9,-37300000,28000000,-163400000,-246700000,-231400000,-93400000,-255700000,145288761.2,169442185.072793,186765030.570088,-59673138.0841934,183665852.69756,231666845.653766,96075554.7414537,130960766.326423,84160363.8257407,1039899.70549925,-132705617.4897,-9305315.3695988,..
Sweden,SWE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,108250003.295488,84100267.0133291,65306129.6047817,83963592.6690626,76586494.8898982,80215154.576941,4864300.2675861,81453706.8607516,69712036.8529415,112469609.885329,250911512.531221,181117388.512144,355014408.987199,225698175.702732,290015353.034728,392953911.939895,1082656171.41941,639212993.084742,1673425167.82549,1812004570.52244,1982424727.63651,6350883200.4646,-5418689.91784203,3704921362.33015,6268780977.81992,14939375567.4952,5491883747.97059,10271066268.9352,23334866534.9283,62910430888.1709,22817836820.944,18217810086.4861,18381645407.9827,6007683415.88431,16854649893.5474,20782686615.8207,22052656378.5991,46143507532.9675,41436553995.9454,8960871620.904,625102142.469445,6979353755.44351,4273531542.41649,1317032473.30956,-8624265062.02434,10254310463.6027,15642242213.9251,24567738770.5318,-1368759168.53668,16517284259.1258,18769404711.3404,54752678199.7803,45881781374.147,..
Switzerland,CHE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,642643620.490481,777125995.866918,1267334791.67726,2122388474.7415,2320291936.53845,405248411.125538,2497180494.21581,5544796309.51597,2838789160.79242,1128487634.09191,1706937974.44082,3682699144.72734,4158247959.95384,4880219415.70052,8391921105.89553,11345529735.0728,14541329307.9251,23080879762.6769,9765012889.09898,8258050580.1782,19721053893.3922,7102294152.7232,2664910821.00245,53760772986.3034,48688296542.6701,2990936685.10856,47658570354.7326,17670735602.9225,20764483834.5029,39943494321.6384,-24926465856.5785,21003091521.7734,118752400108.647,166801396968.929,143235966548.555,-160387834479.04,8774913614.47833,-242167615576.118,-117205528462.786,-10988929763.848,..
Syrian Arab Republic,SYR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,-100000,..,10000,-45000,10000,140000,100000,90000,0,40000,-40000,40000,95000,-20000,50000,15000000,20000000,22000000,27000000,30000000,40000000,54000000,57000000,109000000,251000000,100000000,89000000,80000000,82000000,263000000,270000000,110000000,115000000,160000000,275000000,500000000,659000000,1241959115.11048,1465623386.27635,2569548271.53071,1469196863.48146,804162635.3,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9000000,9000000,12000000,10000000,18000000,18000000,29940400,6702899.9,23543299.9,9495400,36066400,31649700,272025100,54479300,338627400,359967400,486614340,149060550,93940670,145883670,241736370,283140730,326593810,454012320,241616267.20903,185827080.700795,220862232.3377,212809730.699297,106534792.807917,84038181.4649617,174305128.239982,..
Tanzania,TZA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,3069999.9,5150000,7690000,6030000,-2060000,-870000,6559999.9,2939999.9,6120000,8019999.9,4580000,18920000,17309999.9,1520000,-8419999.9,14510000,-7490000,-470000,3759999.9,5839999.9,10000,10000,12169639.3307,20457763.5354,50000895.2558,119936653.7517,150066381.9809,157885063.8557,172306244.8984,516700641.7478,463400858.7823,549270351.46,395567134,318401298.68,442539548.35,935520591.71,403038991.36,581511806.98,1383260000,952630000,1813200000,1229361018.44368,1799646137.43448,2087261309.71598,1416088064.811,1506024896.011,864040000,937700000,971576866.042756,1217235252.41974,943765261.692,1190507398.784,1264667981.45789,..
Thailand,THA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,42802884.6,38865384.6,68610576.9,77833711.6,188288646.4,85626229.2045746,79117247.8919088,106077896.182212,55653209.3150277,55280864.5720976,189859432.271733,290555396.431713,190868602.226724,349606931.777924,401019248.882659,163200657.950608,262504153.775044,351932497.41629,1105370109.53568,1775449345.30598,2443549743.00901,2013985971.10096,2113021867.31996,1804040984.75618,1366440824.95193,2067936429.29445,2335837474.93166,3894755071.04504,7314804931.33013,6102677671.18095,3365987582.5831,5067170388.09022,3341612007.23692,5232270340.1941,5860255942.60102,8215637195.30001,8917470351.2,8633903440.6,8561557724.60001,6411458544.60001,14746672919.6,2473685995.7,12899036062.7558,15935960664.8073,4975455660.4459,8927579182.16217,3486184390.30069,8285169819.69135,13747219811.1792,5518708214.48255,-4947474466.97954,15158773772.7058,11231916012.2157,..
Timor-Leste,TLS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4519000,..,908000,8478084.46190102,8695061.68836722,39697970.7526887,47954750.66,30332806.77,49058168.54,40382443.85,55857105.62,33905491.522696,42995500,5478700,6715937.467148,47925664.570816,-238994863.059712,-712696166.42672,-419035233.174685,-395383447.111064,..
Togo,TGO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,700000,4599999.9,1200000,3299999.9,-44328180.6901005,5212005.42861192,5624596.024053,11258562.0677697,92893665.5058144,52585152.0130357,42734849.485449,10193888.0243794,16131768.5115865,1443319.3935039,-9936912.14704239,16275545.9650337,6113092.43726733,7150544.2892809,12966335.7239749,9169040.44407446,18239596.9648189,6479812.94651245,-13109576.4,-18575900.8456824,-3265462.29559324,-7813307.2201075,2253923.41384395,12260365.7806242,11116162.8504459,15089199.2484699,52818330.9863658,72617650.8875252,57806307.3736271,45773612.3700359,79967681.861951,96003598.2087157,91396741.8990609,62406802.6278744,50892371.9537828,46304496.1277116,125064101.838993,728710878.416044,121511565.575361,183599248.958183,54020342.354686,257860036.464441,-46308331.6178517,88558699.5022234,-180972714.795729,345697546.971432,-59206820.0004109,-136221499.379,-226939149.536,..
Tonga,TON,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,40000,50000,0,0,0,0,0,20000,20946.8912734552,113399.922982405,194192.947529696,58146.1298512139,110538.249869289,99521.4242284112,200289.442508179,1244111.86394824,351311.271985408,2489172.17535185,1028451.304,284990.625,-10526.149,45708.551,958145.992,9212396.872,7628663.006,4692076.768,182273.330595786,5533664.04017914,6005489.53244257,10987468.9682818,17583867.2029788,21517757.3452398,247006.485014144,4661006.00282213,7641551.95808181,-841513.978316334,6269513.29007397,13241447.4869655,6349155.27990994,16625145.1000079,-15671794.4503867,23210808.8977197,-6108376.82484508,3824444.91119022,3804038.14151612,7492007.08359246,..
Trinidad and Tobago,TTO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,83200000,103300000,86099999.9,65599999.9,120152999.9,92957979.3277485,132154443.349673,83541666.7014757,128833333.387014,93833333.3724302,184541666.743559,258083333.440868,203500000.084792,117708333.382378,113208333.333334,1183673.46938708,-14527777.7777778,33138888.8888889,62907317.0731708,148894117.647059,109411764.705882,169341176.470588,177882352.941177,379211987.075547,516174947.239172,298934269.067463,355399933.861396,999347641.846576,729767481.18443,643300000,679500035.953542,834900044.583722,1007800000,808300000,998100000,939700000,882700000,830000000,2800800000,709100000,549400000,41047454.4570203,-1904347649.2578,-1129966025.63165,661413505.43737,176829744.888446,-23598182.380677,-470882577.73977,-700185701.199984,183972765.263861,1055969147.72389,-934781798.364976,-913501690.396033,..
